
--  >dom----------
|.. 0
|.. |..0.52
|.. |..|..0.76
|.. |..|..|..0.88
|.. |..|..|..|..0.97
band
band
$atleast, >d, $done_percent, <ep, $learning_curve, <np, $nprod, $optimism, $pomposity, $productivity_exp, $productivity_new, $r, $to, $ts, >dom, !klass
3.06,100,8.59,4.33,87.68,28.67,7.46,31.11,87.87,9.45,0.04,0,1.84,30.56,0.22,..0.97
5.98,24.82,7.46,13.88,9.01,0.12,1.99,61.23,26.96,1.24,0.42,840.76,40.45,67.01,0.22,..0.97
7.5,68.77,2.09,28.9,6.87,0.1,4.75,64.38,97.16,1.4,0.46,0,1.97,28.24,0.22,..0.97
8.99,100,9.25,8.39,67.3,25.61,4.7,84.65,48.14,4.45,0.34,302.74,75.19,93.72,0.23,..0.97
8.67,60.1,0.87,12.35,68.12,11.65,3.49,64.42,98.53,2.77,0.02,0,67.39,36.67,0.23,..0.97
7.73,86.73,2.99,14.16,71.42,17.84,4.06,84.97,7.52,2.24,0.37,147.88,4.37,62.04,0.23,..0.97
2.2,49.97,6.04,10.71,79.88,8.29,1.58,26.91,68.85,3.55,0.55,116.38,67.39,60.62,0.23,..0.97
1.57,50.57,6.39,19.54,15.38,2.46,2.47,4.77,22.87,8.73,0.15,924.31,25.12,3.56,0.23,..0.97
2.59,27.61,4.61,5.65,47.92,5.35,2.24,88.07,85.2,4.24,0.77,329.28,90.81,70.67,0.23,..0.97
1.62,100,3.03,13.25,4.16,19.75,8.3,45.65,27.8,1.13,0.16,828.06,21.11,80.78,0.23,..0.97
3.18,100,4.23,2.46,63.54,28.54,7.07,98.91,24.3,5.36,0.67,225.91,46.74,54.67,0.23,..0.97
2.82,100,5.23,7.26,95.57,24.74,7.67,6.67,81.49,8.71,0.52,576.24,1.94,63.47,0.23,..0.97
1.42,100,0.34,9.02,12.86,23.98,8.13,50.83,61.06,8.5,0.22,783.11,62.68,81.14,0.23,..0.97
1.91,19.62,1.81,4.9,83.31,2.1,0.53,6.56,94.73,8.44,0.52,358.77,63.57,98.64,0.23,..0.97
3.4,100,2.91,8.67,37.44,24.33,9.55,86.76,10.43,6.44,0.04,659.36,55.57,60.42,0.24,..0.97
7.51,23.78,4.11,7.31,35.54,4.69,2.14,36.87,66.95,5.94,0.46,643.85,3.06,15.13,0.24,..0.97
7.98,100,5.25,9.25,4.64,22.75,7.21,89.03,98.79,9.68,0.41,82.77,2.17,46.78,0.24,..0.97
8.78,15.1,1.27,2.13,88.65,2.87,2.8,3.44,6.38,3.5,0.46,945.23,83.68,20.24,0.24,..0.97
7.86,100,2.45,32.2,1.25,5.8,7.37,71.2,61.77,8.24,0.18,684.13,85.36,8.84,0.24,..0.97
7.39,100,7.87,8.46,52.29,23.54,3.34,88.32,19.85,8.55,0.99,810.42,64.55,26.69,0.24,..0.97
2.43,100,4.52,7.51,52.67,26.49,9.4,49.21,63.99,5.63,0.27,870.87,15.94,94.54,0.24,..0.97
4.39,26.9,8.28,8.6,33.22,2.4,0.8,30.05,38.62,5.6,0.91,422.54,32.89,58.16,0.24,..0.97
2.76,100,3.9,8.49,53.17,25.51,7.33,21.15,31.42,9.8,0.22,183.69,4.59,28.99,0.24,..0.97
7.3,31.26,5.28,13.97,6.97,0.03,0.72,35.71,35.76,6.9,0.15,0,1.65,31.49,0.24,..0.97
7.5,100,2.15,9.28,84.89,23.72,8.77,14.12,19.41,9.2,0.72,126.78,4.45,96.67,0.24,..0.97
2.55,100,6.36,9.72,14.53,23.28,2.59,70.5,76.97,7.97,0.36,690.26,87.67,26.51,0.24,..0.97
4.17,100,8.12,2.34,86.15,28.66,9.09,94.99,59.95,9.59,0.11,273.4,3.54,54.7,0.24,..0.97
4.35,18.93,4.58,6.58,24.58,1.42,0.64,85.3,69.01,8.8,0.57,621.42,17.28,38.36,0.24,..0.97
5.78,54.53,1.84,10.63,61.88,12.37,5.01,25.45,72.32,1.21,0.36,913.06,68.75,73.31,0.24,..0.97
8.91,18.69,4.58,4.38,36.43,2.62,1.99,17.5,51.67,3.04,0.99,551.92,51.49,78.92,0.24,..0.97
5.11,81.96,2.72,18.8,41.64,10.2,0.88,33.77,43.06,9.33,0.84,757.34,17.04,60.92,0.25,..0.97
6.94,100,7.59,7.33,78.88,25.67,4.52,5.21,73.58,8.32,0.86,662.27,42.93,32.26,0.25,..0.97
1.57,100,1.99,6.33,21.87,27.67,5.98,37.31,62.7,3.8,0.03,28.52,73.63,24.75,0.25,..0.97
4.18,68.07,7.77,13.48,49.15,12.52,3.83,17.69,54.78,2.7,0.41,0,95.38,28.79,0.25,..0.97
4.15,100,6.56,5,26.05,25,7.22,17.38,98.22,2.02,0.35,404.54,76.12,23.27,0.25,..0.97
3.48,26.93,0.91,6.68,40.38,3.32,1.04,22.48,68.8,7.71,0.32,751.42,19.05,76.2,0.25,..0.97
9.4,11.08,9.14,5.96,45.91,1.04,1.69,14.78,85.26,1.07,0.4,853.84,14.52,75.36,0.25,..0.97
3.5,100,8.12,8.29,82.46,23.71,6.76,63.71,38.42,9.63,0.89,76.92,76.74,15.15,0.25,..0.97
8.74,27.56,5.35,14.99,5.76,0.01,0.91,26.84,71.26,5.83,0.61,292.32,64.11,83.5,0.25,..0.97
6.05,100,1.14,5.29,91.17,25.71,8.87,7.32,75.48,8.18,0.37,145.25,93.15,83.19,0.26,..0.97
1.06,37.05,6.87,8.16,62.44,6.84,0.85,60.02,76.26,8.25,0.9,956.75,7.02,57.07,0.26,..0.97
6.02,18.73,2.17,2.92,76.68,4.08,1.81,39.32,68.25,8.63,0.24,792.32,21.19,8.22,0.26,..0.97
9.06,54.23,1.53,10.22,69.32,9.78,1.25,96.61,80.55,6.65,0.64,178.32,95.72,64.57,0.26,..0.97
7.35,100,9.31,7.54,44.52,23.46,8.56,14.74,97.76,4.28,0.56,586.02,83.66,60.54,0.26,..0.97
8.03,91.19,4.93,29.8,18.07,5.2,2.17,97.96,71.81,3.23,0.85,544.19,41.03,70.97,0.26,..0.97
1.12,100,7.44,9.62,38.8,23.38,8.94,88.67,12.52,4.86,0.21,398.61,29.4,16.89,0.26,..0.97
3.74,4.89,3.05,1.51,99.38,1.49,0.91,21.61,62.88,5.24,0.02,140.69,22.21,65.21,0.26,..0.97
0.89,100,5.33,5.32,86.86,27.68,5.75,75.38,30.87,5.97,0.22,198.97,18.29,55.48,0.26,..0.97
8.44,100,8.11,7.45,57.37,25.55,9.42,50.56,91.73,4.03,1,734.5,66.12,43.75,0.26,..0.97
1.21,55.16,0.37,12.25,37.81,6.75,3.52,94.1,4.73,1.06,0.75,472.72,85.58,80.61,0.26,..0.97
4.43,10.22,1.82,3.6,39.37,1.4,0.46,44.95,38.97,8.68,0.91,45.73,45.55,72.48,0.27,..0.97
5.95,100,5.4,4.77,36.4,27.23,2.45,81.21,16.21,6.31,0.96,580.34,27.4,57.77,0.27,..0.97
2.94,100,9.51,9.25,89.64,21.75,5.56,62.55,86.09,9.88,0.69,0,50.9,55.11,0.27,..0.97
5.03,74.17,1.52,8.63,77.22,16.37,2.93,87.21,97.63,1.76,0.98,378.53,32.47,63.71,0.27,..0.97
7.7,9,9.2,5.26,98.77,0.74,0.28,23.84,72.7,5.52,0.96,866.58,44.58,58.47,0.27,..0.97
2.57,100,1.47,8.24,94.29,22.76,7.58,94.97,13.62,10,0.7,274.2,12.63,32.36,0.27,..0.97
0.41,100,7.56,3.93,26.91,24.07,4.18,69.96,59.95,4.94,0.58,597.18,22.44,3.2,0.27,..0.97
3.16,100,8.84,3.61,11.1,26.39,9.73,38.64,9.94,7.59,0.18,0,78.27,43.75,0.27,..0.97
3.88,100,1.8,6.61,16.17,24.39,5.4,37.18,39.18,2.23,0.73,151.95,74.19,79.77,0.27,..0.97
2.64,69.27,1.78,7.5,79.71,14.5,4.82,92.38,72.54,8.25,0.29,648.78,41.01,1.12,0.27,..0.97
1.02,100,8.11,12.91,4.89,19.09,7.16,40.8,4.52,8.3,0.05,246.2,20.91,74.3,0.27,..0.97
2.68,100,9.13,8.38,63.22,23.62,7.78,95.95,44.51,2.25,0.92,0,70.34,98.14,0.28,..0.97
3.94,100,5.71,2.66,44.01,28.34,7.59,77.12,1.79,6.55,0.64,0,99.63,58.64,0.28,..0.97
6.43,100,8.23,9.4,54.4,21.6,5.39,43.17,66.47,3.36,0.8,570.73,24.44,84.36,0.28,..0.97
6.76,100,3.74,5.77,36.56,27.23,3.3,19.8,8.96,9.79,0.19,219.27,94.94,19.73,0.28,..0.97
9.88,100,4.3,4.42,62.15,25.58,9.44,66.98,30.37,9.02,0.92,738.07,61.81,24.71,0.28,..0.97
1.42,100,3.44,7.32,72.94,22.68,8.8,4.62,96.75,4.1,0.59,874.87,28.51,48.51,0.28,..0.97
1.28,100,0.56,7.8,33.83,26.2,4.79,9.87,47.89,3.92,0.89,0,26.08,73.17,0.28,..0.97
6.03,100,5.19,8.35,17.03,21.65,10,90.93,50.42,1.23,0.3,170.02,39.31,45.03,0.28,..0.97
1.73,100,5.49,4.57,42.02,23.43,3.81,70.33,52.09,7.07,0.39,0,78.07,25.03,0.29,..0.97
5.63,77.97,8.06,14.62,52.92,11.38,3.17,60.78,89.19,3.33,0.23,393.78,46.3,83.38,0.29,..0.97
5.03,100,6.42,4.41,66.65,26.59,3.99,60.56,73.93,9.59,0.16,886.97,80.57,91.58,0.29,..0.97
5.81,35.98,0.14,10.52,51.44,4.48,1.25,76.34,91.34,3.52,0.49,94.18,83.98,35.8,0.29,..0.97
2.32,81.27,9.89,13.93,60.47,14.07,1.89,55.98,18.5,5.92,0.57,283.31,19.97,50.01,0.29,..0.97
5.32,3.67,5.92,1.42,54.63,0.58,0.52,22.87,42.95,6.23,0.21,369.05,48.16,56.17,0.29,..0.97
3.68,100,2.28,3.3,85.76,25.7,6.92,6.76,2.11,5.64,0.81,688.72,2.33,27.06,0.29,..0.97
8.54,100,1.06,7.16,12.5,24.84,2.09,38.7,99.21,9.15,0.29,194.95,88.91,51.27,0.3,..0.97
9.19,100,9.85,2,28.11,27,8.97,33.89,33.9,8.35,0.8,459.28,38.99,22.05,0.3,..0.97
4.99,100,9.22,3.47,57.6,26.53,6.46,13.18,59.19,9.09,0.46,157.26,18.32,65.77,0.3,..0.97
0.68,30.37,2.68,3.77,90.7,7.23,4.71,88.4,83.84,5.22,0.11,685.37,73.09,50.49,0.3,..0.97
3.77,47.48,2.24,10.38,71.75,6.62,1.21,9.67,51.42,5.06,0.3,67.21,25.93,97.09,0.3,..0.97
1.15,100,3.05,8.35,69.41,23.65,9.76,1.16,13.18,4.65,0.39,603.94,60.66,8.41,0.3,..0.97
6.17,100,6.71,5.65,38.52,24.35,7.4,58.85,62.93,6.89,0.68,45.56,17.4,38.92,0.3,..0.97
6.61,10.09,3.66,2.97,8.4,0.03,2.25,29.17,48.33,3.65,0.28,328.62,14.28,65.08,0.3,..0.97
2.74,100,3.79,4.11,9.32,25.89,6.35,70.2,28.45,6.66,0.78,765.81,25.03,39.8,0.3,..0.97
1.7,60.84,9.36,24.75,8.42,0.25,2.9,26.8,27.71,1.75,0.48,490.26,21.85,57.8,0.31,..0.97
7.97,72.14,8.13,20.11,19.75,4.89,4.06,77.17,52.27,1.99,0.65,626.08,99.41,5.17,0.31,..0.97
4.24,8.86,2.14,4.2,23.47,0.8,0.71,83.72,29.94,5.43,0.21,275.23,31.59,83.4,0.31,..0.97
1.29,100,5.21,9.55,43.42,23.45,3.74,56.81,74.46,7.86,0.99,722.71,75.09,77.92,0.31,..0.97
3,64.44,7.8,23.08,11.53,0.92,1.87,23.83,63.3,2.85,0.83,516.33,89.09,90.55,0.31,..0.97
4.9,100,7.61,8.24,97.6,22.76,4.75,6.85,45.66,4.67,0.51,239.33,44.01,35.52,0.31,..0.97
6.18,100,7.64,7.66,37.77,24.34,1.83,23.7,85.01,7.39,0.19,898.36,95.64,82.96,0.31,..0.97
4.15,26.82,0.53,7.46,68.41,4.54,0.54,97.9,62.76,9.47,0.16,461.11,19.89,62.01,0.31,..0.97
1.76,100,7.67,3.36,78.16,27.64,6.83,70.9,85.28,4.92,0.19,820.58,41.15,8,0.31,..0.97
9.14,100,0.44,7.61,37.56,22.39,2.09,5.06,19.85,9.18,0.53,668.17,57.71,2.6,0.31,..0.97
3.54,100,8.24,3.15,24.34,26.85,8.13,57.32,75.1,9.65,0.98,0,77.51,19.04,0.31,..0.97
8.56,100,9.5,10.21,19.08,21.79,7.92,52.27,9.16,1.16,0.46,662.46,52.51,77.63,0.31,..0.97
5.2,100,0.96,3.4,67.09,26.6,4.61,89.39,22.57,7.49,0.94,584.25,60.01,5.53,0.31,..0.97
9.84,100,9.98,5.45,11.02,24.55,4.2,75.16,74,5.8,0.79,819.64,20.24,60.66,0.31,..0.97
8.81,100,1.52,2.73,34.27,24.27,4.94,88.55,19.2,7.14,0.87,254.34,45.72,7.9,0.31,..0.97
5.41,100,6.24,8.81,30.71,24.19,3.87,79.83,48.46,3.83,0.35,419.97,78.84,67.91,0.31,..0.97
8.43,100,6.06,6.37,64.48,23.63,6.82,87.05,53.58,4.65,0.39,848.72,56.88,35.88,0.32,..0.97
2.25,54.57,7.09,11.26,84.02,7.74,0.98,34.84,29.03,5.82,0.81,607.74,46.88,98.7,0.32,..0.97
5.41,100,3.03,8.32,79.17,24.68,9.99,10.77,91.05,9.98,0.54,727.21,73.23,26.66,0.32,..0.97
8.29,100,3.98,4.45,17.99,24.55,6.72,51.3,80.85,8.18,0.05,474.55,93.15,87.66,0.32,..0.97
1.45,100,9.06,4.54,10.22,23.46,7.36,38.29,61.74,4.81,0.94,471.77,56.42,81.78,0.32,..0.97
5.26,37.75,0.62,10.74,30.05,3.26,1.23,5.59,5.56,4.33,0.98,242.56,71.3,50.71,0.32,..0.97
4.2,100,3.35,9.26,82.03,20.74,4.08,90.98,85.42,9.22,0.01,117.28,27.65,55.67,0.32,..0.97
7.62,97.25,6.25,34,3.82,0,4.55,70.19,82.13,2.2,0.06,573.33,80.24,21.28,0.32,..0.97
9.17,34.58,1.45,5.92,92.14,5.08,1.36,15.2,65.92,6.24,0,378.23,47.35,46.88,0.32,..0.97
1.44,100,1.94,8.28,78.82,21.72,6.18,46.22,8.81,5.03,0.31,100.36,10.41,35.78,0.33,..0.97
2.69,74.52,1.24,13.42,50.19,11.58,2.07,7.08,51.96,4.12,0.92,82.38,26.52,50,0.33,..0.97
3.22,11.62,2.16,1.74,64.08,1.26,2.91,42.91,30.07,3.1,0.41,305.22,41.04,65.94,0.33,..0.97
8.3,100,2.25,5.36,66.47,23.64,3.32,30.17,85.15,4.8,0.57,255.56,23.28,87.1,0.33,..0.97
4.48,17.62,9.96,1.94,47.27,1.06,1.57,91.44,90.27,9.38,0.89,816.73,75.47,40.67,0.33,..0.97
9.74,100,5.45,6.28,81.06,22.72,7.71,49.13,10.81,8.7,0.81,151.63,29.12,68.67,0.34,..0.97
9.73,72.07,9.42,8.53,70.38,12.47,9.7,20.94,58.5,2.43,0.13,366.47,12.86,54.68,0.34,..0.97
3.5,92.2,2.42,20.7,29.51,10.3,2.36,70.49,26.88,7.58,0.81,816.02,80.83,19.09,0.34,..0.97
5.29,68.51,3.98,13.11,35.25,8.89,3.69,11.61,7.82,6.54,0.57,855.36,75.97,40.98,0.34,..0.97
2.73,100,2.76,5.29,93.23,26.71,2.66,75.08,23.89,4.94,0.64,475.1,19.12,45.81,0.34,..0.97
2.93,100,8.7,9.3,70.07,20.7,6.29,42.72,5.49,4.42,0.08,27.64,18.06,72.43,0.34,..0.97
9.82,100,3.04,7.33,74.85,24.67,4.05,36.03,86,4.75,0.26,330.01,49.95,57.14,0.34,..0.97
6.05,65.29,5.6,14.31,35.61,7.69,3.6,52.26,42.41,1.55,0.66,0,88.13,93.58,0.35,..0.97
5.18,59.89,0.23,10.88,60.51,6.12,2.58,33.05,7.74,2.25,0.72,621.8,5.06,98.51,0.35,..0.97
3.35,100,8.89,4.29,84.97,24.71,3.88,16.06,26.98,8.64,0.67,779.24,60.5,22.41,0.35,..0.97
3.38,100,4.75,9.57,7.28,22.43,8.19,51.27,94.18,4.31,0.36,869.91,44.86,66.6,0.35,..0.97
4.26,55.42,8.59,11.12,59.34,7.88,0.9,92.57,55.62,9.1,0.47,101.86,91.84,91.06,0.35,..0.97
3.18,100,8.71,4.23,21.15,24.77,7.49,33.11,56.5,1.73,0.81,231.89,7.52,66.37,0.35,..0.97
7.61,100,2.15,9.26,92.83,23.74,4.69,8.07,97.44,7.65,0.02,480.52,93.35,83.79,0.35,..0.97
9.99,52.81,4.25,11,92.56,8,0.84,41.31,86.93,6.94,0.6,803,63.68,99.73,0.35,..0.97
5.13,100,8.92,9.38,15.2,19.62,8.33,39.14,14.54,6.55,0.36,259.13,92.28,13.4,0.35,..0.97
9.36,100,4.22,6.29,71.41,20.71,3.1,83.02,50.53,7.03,0.59,21.77,84.77,33.94,0.36,..0.97
8.22,100,0.75,2.27,97.61,25.73,8.61,31.61,74.75,9.33,0.03,637.81,37.03,30.83,0.36,..0.97
3.22,36.76,9.71,4.05,99.58,5.95,2.76,47.82,58.52,5.81,0.18,584.75,46.1,44.35,0.36,..0.97
1.65,100,0.39,6.78,29.64,22.22,6.87,39.1,90.96,9.59,1,517.24,44.18,21.74,0.36,..0.97
1.62,100,5.8,6.34,61.99,20.66,2.73,5.79,55.82,6.95,0.57,578.85,70.93,19.96,0.36,..0.97
7.99,56.52,6.35,12.9,33.75,6.1,8.25,72.54,0.02,1.58,0.03,624.32,8.24,90.2,0.36,..0.97
9.57,100,0.58,5.64,39.3,24.36,2.84,84.3,45.57,5.6,0.88,782.06,43.4,2.09,0.36,..0.97
2.23,43.16,1.77,4.94,81.83,9.06,4.72,59.59,75.36,6.59,0.19,647.38,86.8,43.06,0.36,..0.97
6.73,100,4.35,11.55,2.75,18.45,7.21,26.62,42.56,4.07,0.95,753.97,27.6,24.86,0.36,..0.97
3.37,100,4.43,5.28,89.83,24.72,6.76,67.66,46.26,7.27,0.09,860.55,6.95,35.82,0.36,..0.97
8.71,80.87,9.62,21.04,21.41,3.96,3.16,82.74,26.21,2.75,0.21,385.69,7.45,82.46,0.36,..0.97
3.6,93.35,5.12,12.98,83.1,14.02,1.2,65.64,62.79,8.34,0.93,175.64,28.41,13.68,0.36,..0.97
0.81,12.43,7.39,6,5.55,0,0.71,40.77,45.25,8.24,0.19,546.97,15.43,54.11,0.36,..0.97
8.12,20.62,8.84,1.64,76.95,1.36,1.95,34.69,12.68,8.93,0.63,529.06,6.56,62.37,0.36,..0.97
2.64,100,0.25,6.27,89.2,23.73,6.28,29.75,82.04,7.92,0.66,684.46,6.98,8.27,0.36,..0.97
9.6,100,1.76,8.25,93.61,22.75,4.33,58.58,70.03,5.62,0.69,243.13,72.74,24.68,0.37,..0.97
0.61,100,9.99,4.45,55.29,24.55,6.66,43.13,40.98,7.14,0.35,0,96.73,9.64,0.37,..0.97
2.73,100,2.24,10.13,10.8,20.87,3.64,56.53,38.87,9.66,0.35,706.68,67.42,76.15,0.37,..0.97
1.32,100,6.7,5.57,38.71,21.43,6.06,55.55,95.15,8.43,0.06,52.36,99.18,3.16,0.37,..0.97
8.55,100,5.23,5.41,60.49,24.59,6.36,9.49,43.3,3.87,0.6,13.46,56.61,38.06,0.37,..0.97
6.11,100,2.82,9.19,92.48,17.81,9.26,32.48,84.65,7.09,0.2,139.82,28.91,47.01,0.37,..0.97
1.96,100,8.41,6.29,74.74,21.71,2.32,82.42,57.2,8.85,0.91,221.32,72.1,51.01,0.37,..0.97
5.57,71.5,5.95,15.37,40.65,7.63,1.2,86.05,4.52,6.65,0.8,36.84,96.18,79.33,0.37,..0.97
5.54,100,9.87,13.82,2.72,15.18,9.93,13.89,33.44,6.97,0.1,884.82,27.1,5.11,0.37,..0.97
0.11,96.8,3.79,23.46,23.04,7.54,6.52,6.89,90.14,4.92,0.17,63.69,48.51,43.58,0.37,..0.97
9.32,20.23,6.86,9.44,13.8,0.56,0.65,27.56,41.67,6.63,0.53,86.38,28.69,35.01,0.37,..0.97
8.67,100,2.48,9.22,75.98,16.78,6.83,46.49,91.83,8.51,0.9,492.57,80.48,48.27,0.37,..0.97
8.55,100,9.89,8.23,92.38,20.77,6.78,71.64,2.08,6.69,0.62,270.2,32.02,45.96,0.37,..0.97
1.43,73.32,5.77,7.64,77.76,14.36,2.77,73.1,35.37,8.84,0.83,523.65,59.78,25.13,0.37,..0.97
8.12,75.02,8.92,9.71,64.86,13.29,3.37,31.61,8.8,5.44,0.54,0,26.39,33.27,0.38,..0.97
7.6,100,3.28,6.25,90.62,22.75,3.68,94.27,78.67,4.1,0.85,494.89,41.48,25.29,0.38,..0.97
6.21,100,0.68,5.58,42.91,24.42,8.44,15.36,41.01,6.28,0.78,673.25,49.88,54.01,0.38,..0.97
7.78,84.11,2.82,21.95,22.6,5.05,6.23,26.08,29.73,1.77,0.05,0,31.24,64.31,0.38,..0.97
9.73,48.31,4.92,4.6,97.71,7.4,4.31,48.84,87.38,2.19,0.67,487.76,38.4,46.91,0.38,..0.97
4.06,100,7.64,8.1,20.05,20.9,1.84,27.71,98.51,7.38,0.58,277.72,68.18,4.38,0.38,..0.97
9.73,70.55,0.51,12.22,94.45,8.78,0.61,83.68,0.84,9.38,0.46,5.09,45.17,11.8,0.38,..0.97
6.84,100,2.63,7.88,25.13,21.12,4.99,91.87,33.86,3.98,0.75,898.26,84.77,48.06,0.38,..0.97
2.73,100,1.34,6.32,75.22,23.68,4.65,82.72,42.76,7.97,0.72,138.99,44.93,61.57,0.38,..0.97
3.69,38.19,1.18,5.68,32.02,2.32,1.95,75.22,66.73,7.59,0.71,854.98,52.83,26.88,0.38,..0.97
3.5,100,6.94,5.31,77.19,23.69,3.69,1.84,94.04,9.41,0.74,265.33,97.87,26.41,0.38,..0.97
8.72,100,7.14,3.81,29.77,23.19,5.42,97.52,31.96,6.41,0.38,712.07,31.8,12.21,0.38,..0.97
2.52,100,9.76,8.28,75.47,20.72,8.56,15.19,81.31,9.27,0.47,613.83,10.03,74.59,0.39,..0.97
0.17,56.06,5.49,5.93,62.29,8.07,4.01,40.23,48.61,8.85,0.39,271.77,87.62,5.08,0.39,..0.97
2.49,100,2.84,2.68,36.68,24.32,8.11,88.37,46.39,6.66,0.14,270.41,41.25,13.08,0.39,..0.97
7.52,100,6.4,3.41,60.73,24.59,6.81,10.61,85.56,6.72,0.88,645.77,37.39,71.88,0.39,..0.97
2.95,100,2.37,7.42,54.21,22.58,5.61,54.59,59.88,3.97,0.91,651.05,54.95,89.93,0.39,..0.97
